Exercise_Name,BodyPart,Target_Muscle,Equipment,Level,Goal,Image_URL,Instructions
Deadlift Var-125,back,hamstrings,barbell,Intermediate,Weight Loss,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Deadlift variation number 125. Ensure proper form and controlled breathing.
Deadlift Var-126,back,hamstrings,barbell,Beginner,Fitness,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Deadlift variation number 126. Ensure proper form and controlled breathing.
Bicep Curl Var-127,arms,biceps,dumbbell,Advanced,Fitness,https://images.unsplash.com/photo-1581009146145-b5ef050c2e1e?auto=format&fit=crop&q=80&w=600,Perform Bicep Curl variation number 127. Ensure proper form and controlled breathing.
Pull Up Var-128,back,lats,body weight,Beginner,Weight Loss,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Pull Up variation number 128. Ensure proper form and controlled breathing.
Squat Var-129,legs,quads,barbell,Advanced,Body Building,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Squat variation number 129. Ensure proper form and controlled breathing.
Lunges Var-130,legs,glutes,body weight,Advanced,Weight Loss,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Lunges variation number 130. Ensure proper form and controlled breathing.
Shoulder Press Var-131,shoulders,delts,dumbbell,Intermediate,Fitness,https://images.unsplash.com/photo-1541534741688-6078c64b52d2?auto=format&fit=crop&q=80&w=600,Perform Shoulder Press variation number 131. Ensure proper form and controlled breathing.
Shoulder Press Var-132,shoulders,delts,dumbbell,Advanced,Body Building,https://images.unsplash.com/photo-1541534741688-6078c64b52d2?auto=format&fit=crop&q=80&w=600,Perform Shoulder Press variation number 132. Ensure proper form and controlled breathing.
Pull Up Var-133,back,lats,body weight,Advanced,Body Building,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Pull Up variation number 133. Ensure proper form and controlled breathing.
Bicep Curl Var-134,arms,biceps,dumbbell,Beginner,Body Building,https://images.unsplash.com/photo-1581009146145-b5ef050c2e1e?auto=format&fit=crop&q=80&w=600,Perform Bicep Curl variation number 134. Ensure proper form and controlled breathing.
Plank Var-135,abs,core,body weight,Advanced,Body Building,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Plank variation number 135. Ensure proper form and controlled breathing.
Deadlift Var-136,back,hamstrings,barbell,Beginner,Body Building,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Deadlift variation number 136. Ensure proper form and controlled breathing.
Pull Up Var-137,back,lats,body weight,Advanced,Muscle Gain,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Pull Up variation number 137. Ensure proper form and controlled breathing.
Deadlift Var-138,back,hamstrings,barbell,Intermediate,Muscle Gain,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Deadlift variation number 138. Ensure proper form and controlled breathing.
Shoulder Press Var-139,shoulders,delts,dumbbell,Advanced,Muscle Gain,https://images.unsplash.com/photo-1541534741688-6078c64b52d2?auto=format&fit=crop&q=80&w=600,Perform Shoulder Press variation number 139. Ensure proper form and controlled breathing.
Plank Var-140,abs,core,body weight,Intermediate,Body Building,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Plank variation number 140. Ensure proper form and controlled breathing.
Lunges Var-141,legs,glutes,body weight,Advanced,Body Building,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Lunges variation number 141. Ensure proper form and controlled breathing.
Push Up Var-142,chest,pecs,body weight,Intermediate,Body Building,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Push Up variation number 142. Ensure proper form and controlled breathing.
Squat Var-143,legs,quads,barbell,Advanced,Body Building,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Squat variation number 143. Ensure proper form and controlled breathing.
Bicep Curl Var-144,arms,biceps,dumbbell,Beginner,Fitness,https://images.unsplash.com/photo-1581009146145-b5ef050c2e1e?auto=format&fit=crop&q=80&w=600,Perform Bicep Curl variation number 144. Ensure proper form and controlled breathing.
Burpees Var-145,full body,cardio,body weight,Intermediate,Muscle Gain,https://images.unsplash.com/photo-1599058917212-d750089bc07e?auto=format&fit=crop&q=80&w=600,Perform Burpees variation number 145. Ensure proper form and controlled breathing.
Mountain Climbers Var-146,abs,core,body weight,Intermediate,Body Building,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Mountain Climbers variation number 146. Ensure proper form and controlled breathing.
Plank Var-147,abs,core,body weight,Intermediate,Weight Loss,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Plank variation number 147. Ensure proper form and controlled breathing.
Pull Up Var-148,back,lats,body weight,Advanced,Muscle Gain,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Pull Up variation number 148. Ensure proper form and controlled breathing.
Squat Var-149,legs,quads,barbell,Beginner,Body Building,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Squat variation number 149. Ensure proper form and controlled breathing.
Pull Up Var-150,back,lats,body weight,Intermediate,Muscle Gain,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Pull Up variation number 150. Ensure proper form and controlled breathing.
Lunges Var-151,legs,glutes,body weight,Advanced,Body Building,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Lunges variation number 151. Ensure proper form and controlled breathing.
Squat Var-152,legs,quads,barbell,Intermediate,Weight Loss,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Squat variation number 152. Ensure proper form and controlled breathing.
Plank Var-153,abs,core,body weight,Beginner,Body Building,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Plank variation number 153. Ensure proper form and controlled breathing.
Bicep Curl Var-154,arms,biceps,dumbbell,Advanced,Muscle Gain,https://images.unsplash.com/photo-1581009146145-b5ef050c2e1e?auto=format&fit=crop&q=80&w=600,Perform Bicep Curl variation number 154. Ensure proper form and controlled breathing.
Deadlift Var-155,back,hamstrings,barbell,Intermediate,Weight Loss,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Deadlift variation number 155. Ensure proper form and controlled breathing.
Bicep Curl Var-156,arms,biceps,dumbbell,Advanced,Muscle Gain,https://images.unsplash.com/photo-1581009146145-b5ef050c2e1e?auto=format&fit=crop&q=80&w=600,Perform Bicep Curl variation number 156. Ensure proper form and controlled breathing.
Pull Up Var-157,back,lats,body weight,Advanced,Weight Loss,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Pull Up variation number 157. Ensure proper form and controlled breathing.
Shoulder Press Var-158,shoulders,delts,dumbbell,Intermediate,Weight Loss,https://images.unsplash.com/photo-1541534741688-6078c64b52d2?auto=format&fit=crop&q=80&w=600,Perform Shoulder Press variation number 158. Ensure proper form and controlled breathing.
Lunges Var-159,legs,glutes,body weight,Intermediate,Muscle Gain,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Lunges variation number 159. Ensure proper form and controlled breathing.
Burpees Var-160,full body,cardio,body weight,Intermediate,Fitness,https://images.unsplash.com/photo-1599058917212-d750089bc07e?auto=format&fit=crop&q=80&w=600,Perform Burpees variation number 160. Ensure proper form and controlled breathing.
Burpees Var-161,full body,cardio,body weight,Advanced,Body Building,https://images.unsplash.com/photo-1599058917212-d750089bc07e?auto=format&fit=crop&q=80&w=600,Perform Burpees variation number 161. Ensure proper form and controlled breathing.
Bicep Curl Var-162,arms,biceps,dumbbell,Advanced,Weight Loss,https://images.unsplash.com/photo-1581009146145-b5ef050c2e1e?auto=format&fit=crop&q=80&w=600,Perform Bicep Curl variation number 162. Ensure proper form and controlled breathing.
Deadlift Var-163,back,hamstrings,barbell,Intermediate,Weight Loss,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Deadlift variation number 163. Ensure proper form and controlled breathing.
Plank Var-164,abs,core,body weight,Intermediate,Body Building,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Plank variation number 164. Ensure proper form and controlled breathing.
Bicep Curl Var-165,arms,biceps,dumbbell,Intermediate,Muscle Gain,https://images.unsplash.com/photo-1581009146145-b5ef050c2e1e?auto=format&fit=crop&q=80&w=600,Perform Bicep Curl variation number 165. Ensure proper form and controlled breathing.
Deadlift Var-166,back,hamstrings,barbell,Beginner,Weight Loss,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Deadlift variation number 166. Ensure proper form and controlled breathing.
Lunges Var-167,legs,glutes,body weight,Advanced,Fitness,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Lunges variation number 167. Ensure proper form and controlled breathing.
Mountain Climbers Var-168,abs,core,body weight,Intermediate,Fitness,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Mountain Climbers variation number 168. Ensure proper form and controlled breathing.
Mountain Climbers Var-169,abs,core,body weight,Advanced,Fitness,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Mountain Climbers variation number 169. Ensure proper form and controlled breathing.
Lunges Var-170,legs,glutes,body weight,Beginner,Muscle Gain,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Lunges variation number 170. Ensure proper form and controlled breathing.
Lunges Var-171,legs,glutes,body weight,Beginner,Body Building,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Lunges variation number 171. Ensure proper form and controlled breathing.
Mountain Climbers Var-172,abs,core,body weight,Intermediate,Body Building,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Mountain Climbers variation number 172. Ensure proper form and controlled breathing.
Bicep Curl Var-173,arms,biceps,dumbbell,Intermediate,Weight Loss,https://images.unsplash.com/photo-1581009146145-b5ef050c2e1e?auto=format&fit=crop&q=80&w=600,Perform Bicep Curl variation number 173. Ensure proper form and controlled breathing.
Bicep Curl Var-174,arms,biceps,dumbbell,Intermediate,Body Building,https://images.unsplash.com/photo-1581009146145-b5ef050c2e1e?auto=format&fit=crop&q=80&w=600,Perform Bicep Curl variation number 174. Ensure proper form and controlled breathing.
Pull Up Var-175,back,lats,body weight,Advanced,Weight Loss,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Pull Up variation number 175. Ensure proper form and controlled breathing.
Mountain Climbers Var-176,abs,core,body weight,Advanced,Muscle Gain,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Mountain Climbers variation number 176. Ensure proper form and controlled breathing.
Plank Var-177,abs,core,body weight,Intermediate,Fitness,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Plank variation number 177. Ensure proper form and controlled breathing.
Shoulder Press Var-178,shoulders,delts,dumbbell,Beginner,Muscle Gain,https://images.unsplash.com/photo-1541534741688-6078c64b52d2?auto=format&fit=crop&q=80&w=600,Perform Shoulder Press variation number 178. Ensure proper form and controlled breathing.
Lunges Var-179,legs,glutes,body weight,Intermediate,Muscle Gain,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Lunges variation number 179. Ensure proper form and controlled breathing.
Shoulder Press Var-180,shoulders,delts,dumbbell,Intermediate,Muscle Gain,https://images.unsplash.com/photo-1541534741688-6078c64b52d2?auto=format&fit=crop&q=80&w=600,Perform Shoulder Press variation number 180. Ensure proper form and controlled breathing.
Mountain Climbers Var-181,abs,core,body weight,Intermediate,Weight Loss,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Mountain Climbers variation number 181. Ensure proper form and controlled breathing.
Mountain Climbers Var-182,abs,core,body weight,Advanced,Fitness,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Mountain Climbers variation number 182. Ensure proper form and controlled breathing.
Bicep Curl Var-183,arms,biceps,dumbbell,Beginner,Muscle Gain,https://images.unsplash.com/photo-1581009146145-b5ef050c2e1e?auto=format&fit=crop&q=80&w=600,Perform Bicep Curl variation number 183. Ensure proper form and controlled breathing.
Mountain Climbers Var-184,abs,core,body weight,Intermediate,Body Building,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Mountain Climbers variation number 184. Ensure proper form and controlled breathing.
Pull Up Var-185,back,lats,body weight,Intermediate,Muscle Gain,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Pull Up variation number 185. Ensure proper form and controlled breathing.
Burpees Var-186,full body,cardio,body weight,Beginner,Body Building,https://images.unsplash.com/photo-1599058917212-d750089bc07e?auto=format&fit=crop&q=80&w=600,Perform Burpees variation number 186. Ensure proper form and controlled breathing.
